,Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,long,lat,street_number,route,neighborhood,postal_town,county,postal_code
885,29/01/2019,"126B HAMPTON COVE, BALBRIGGAN, DUBLIN",,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,,-6.1668777,53.6057252,126B,Hampton Cove,Kilsough North,,County Dublin,K32 KF54
886,29/01/2019,"15 AVONMORE DR, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,228000,No,No,Second-Hand Dwelling house /Apartment,,-6.3428907,53.2856514,15,Avonmore Drive,Tymon South,Dublin 24,County Dublin,D24 X9FT
887,29/01/2019,"15 CEDAR GROVE, RIDGEWOOD, SWORDS",,Dublin,267000,No,No,Second-Hand Dwelling house /Apartment,,-6.242491,53.4478951,15,Cedar Grove,,,County Dublin,K67 F971
888,29/01/2019,"18 BROOKDALE GROVE, RIVERVALLY, SWORDS",,Dublin,30535,Yes,No,Second-Hand Dwelling house /Apartment,,-6.2498425,53.4537811,18,Brookdale Grove,Hilltown,,County Dublin,K67 W7W1
889,29/01/2019,"18 SPRINGFIELD AVE, TEMPLEOGUE, DUBLIN 6W",,Dublin,680000,No,No,Second-Hand Dwelling house /Apartment,,-6.2985607,53.2983816,18,Springfield Avenue,Templeogue,Dublin 6W,County Dublin,D6W VR83
890,29/01/2019,"186 THE NEW HARDWICKE, CATHERINES LANE, CHURCH ST DUBLIN 7",Dublin 7,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment,,-6.2747306,53.3513177,,Church Street Upper,,,County Dublin,
891,29/01/2019,"196 KINCORA RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,685000,No,No,Second-Hand Dwelling house /Apartment,,-6.1892174,53.3611513,196,Kincora Road,Clontarf,Dublin 3,County Dublin,D03 X7Y4
892,29/01/2019,"21 BELARMINE CLOSE, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,510000,No,No,Second-Hand Dwelling house /Apartment,,-6.2194589,53.260376,21,Belarmine Close,,Dublin 18,County Dublin,D18 NX77
893,29/01/2019,"21 DUN EMER COURT, LUSK, CO. DUBLIN",,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment,,-6.1724673,53.525455,21,Dun Emer Court,Lusk,,County Dublin,K45 PX73
894,29/01/2019,"225 HAROLDS CROSS RD, HAROLDS CROSS, DUBLIN 6W",,Dublin,660000,No,No,Second-Hand Dwelling house /Apartment,,-6.278537,53.32042,225,Harold's Cross Road,,Dublin 6W,County Dublin,D6W P932
895,29/01/2019,"23 PEYTON AVE, RATHCOOLE, DUBLIN",Dublin 24,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,,-6.4689264,53.2780294,23,Peyton Avenue,Rathcoole,,County Dublin,D24 YV59
896,29/01/2019,"24 BELFRY GARDENS, CITYWEST, DUBLIN 24",Dublin 24,Dublin,318000,No,No,Second-Hand Dwelling house /Apartment,,-6.4165051,53.2774519,24,Belfry Gardens,,,County Dublin,D24 H9W8
897,29/01/2019,"241 BELLEVUE, NEPTUNE, HOUSE ISLAND BRIDGE",Dublin 8,Dublin,355000,No,No,Second-Hand Dwelling house /Apartment,,-6.310265,53.3470874,,Island Bridge,Kilmainham,Dublin 8,County Dublin,
898,29/01/2019,"25 Diswellstown Court, Castleknock",,Dublin,436123.35,No,Yes,New Dwelling house /Apartment,,-6.3841631,53.3672263,25,Diswellstown Court,Diswellstown,Dublin 15,County Dublin,
899,29/01/2019,"250 GLENVIEW PARK, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,303500,No,No,Second-Hand Dwelling house /Apartment,,-6.3455522,53.2885946,250,Glenview Park,Tallaght,Dublin 24,County Dublin,D24 Y82H
900,29/01/2019,"27 BELMONT LAWN, GALLOPING GREEN, STILLORGAN",,Dublin,330000,Yes,No,Second-Hand Dwelling house /Apartment,,-6.1871719,53.2831587,27,Belmont Lawn,Stillorgan,,County Dublin,A94 HX61
901,29/01/2019,"27 OAK DOWNS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment,,-6.4051912,53.3135449,27,Oak Downs,Gibraltar,Dublin 22,County Dublin,D22 XV70
902,29/01/2019,"29 BOWLANE WEST, KILMAINHAM, DUBLIN 8",,Dublin,440000,No,No,Second-Hand Dwelling house /Apartment,,-6.2930422,53.3431283,29,Bow Lane West,Saint James' (part of Phoenix Park),Dublin 8,County Dublin,D08 V44T
903,29/01/2019,"3 ZARDOZ COURT, ANGLESEA ROAD, BALLSBRIDGE",Dublin 4,Dublin,730000,No,No,Second-Hand Dwelling house /Apartment,,-6.2314321,53.3260531,,Anglesea Road,Ballsbridge,Dublin 4,County Dublin,
904,29/01/2019,"33 GROSVENOR PLACE, RATHMINES, DUBLIN 6",Dublin 6,Dublin,775000,No,No,Second-Hand Dwelling house /Apartment,,-6.2725493,53.3217006,33,Grosvenor Place,Rathmines,Dublin 6,County Dublin,D06 V2V3
905,29/01/2019,"33 ST MARTINS PARK, LWR KIMMAGE RD, DUBLIN 6W",,Dublin,575000,No,No,Second-Hand Dwelling house /Apartment,,-6.2935582,53.3181719,33,Saint Martin's Park,,Dublin 6W,County Dublin,D6W TR94
906,29/01/2019,"34 MONTPELIER HILL, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,490000,No,No,Second-Hand Dwelling house /Apartment,,-6.2928313,53.3485562,34,Montpelier Hill,,,County Dublin,D07 AH5T
907,29/01/2019,"36 GOLDENBRIDGE AVENUE, INCHICORE, DUBLIN 8",Dublin 8,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment,,-6.308824,53.3384147,36,Goldenbridge Avenue,Inchicore,Dublin 8,County Dublin,D08 Y9R6
908,29/01/2019,"36 RATHBORNE WALK, ROYAL CANAL PARK, RATOATH ROAD",,Dublin,348017.62,No,Yes,New Dwelling house /Apartment,,-6.3188615,53.3774595,36,Rathborne Walk,,,County Dublin,
909,29/01/2019,"37 GLENFIELD GROVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,,-6.4005603,53.3470565,37A,Glenfield Grove,Rowlagh,Dublin 22,County Dublin,D22 E0A2
910,29/01/2019,"4 WATERSIDE LAWN, WATERSIDE, SWORDS RD",Dublin 9,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,,-6.2007604,53.4516987,4,Waterside Lawn,Mountgorry,,County Dublin,
911,29/01/2019,"41 BELARMINE VALE, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment,,-6.2162705,53.2582737,,Belarmine Avenue,,,County Dublin,
912,29/01/2019,"42 THE VALE, SKERRIES ROCK, SKERRIES",,Dublin,407000,No,No,Second-Hand Dwelling house /Apartment,,-6.122569,53.5782927,42,The Vale,,,County Dublin,K34 RP46
913,29/01/2019,"48 BROOKLAWN AVE, BLACKROCK, DUBLIN",,Dublin,447000,No,No,Second-Hand Dwelling house /Apartment,,-6.1682556,53.2914957,48,Brooklawn Avenue,Stradbrook,,County Dublin,A94 RR83
914,29/01/2019,"48 NEWCASTLE MANOR SQUARE, CO DUBLIN",,Dublin,240000,Yes,No,Second-Hand Dwelling house /Apartment,,-6.4907366,53.2985142,48,Newcastle Manor Square,Commons Little,,County Dublin,D22 KW32
915,29/01/2019,"506 THE EDGES 2, BEACON SOUTH QUARTER, SANDYFORD",Dublin 18,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment,,-6.2164468,53.2776924,,Blackthorn Road,,,County Dublin,
916,29/01/2019,"52 KILDONAN DR, FINGLAS WEST, DUBLIN 11",Dublin 11,Dublin,228000,No,No,Second-Hand Dwelling house /Apartment,,-6.3106205,53.3912323,52,Kildonan Drive,,Dublin 11,County Dublin,D11 H3K2
917,29/01/2019,"55 LATCHFORD CLOSE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment,,-6.4347439,53.3972343,55,Latchford Close,Castaheany,,County Dublin,D15 C2FA
918,29/01/2019,"6 DOWLAND ROAD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,,-6.3207011,53.3181657,6,Dowland Road,Walkinstown,Dublin 12,County Dublin,D12 C6W9
919,29/01/2019,"69 INGLEWOOD RD, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,254000,No,No,Second-Hand Dwelling house /Apartment,,-6.4096064,53.3893778,69,Inglewood Road,,Dublin 15,County Dublin,D15 P60W
920,29/01/2019,"78 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,174959,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4378933,53.3907727,78,Barnwell Woods,Barberstown,,County Dublin,
921,29/01/2019,"79 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,142304,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4379899,53.3907663,79,Barnwell Woods,Barberstown,,County Dublin,
922,29/01/2019,"80 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,142304,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4380741,53.3907443,80,Barnwell Woods,Barberstown,,County Dublin,
923,29/01/2019,"81 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,142304,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4381644,53.390734,81,Barnwell Woods,Barberstown,,County Dublin,
924,29/01/2019,"82 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,142304,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4382551,53.3907122,82,Barnwell Woods,Barberstown,,County Dublin,
925,29/01/2019,"83 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,172208,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4383324,53.3907055,83,Barnwell Woods,Barberstown,,County Dublin,
926,29/01/2019,"84 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,172208,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4384099,53.3906912,84,Barnwell Woods,Barberstown,,County Dublin,
927,29/01/2019,"85 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,142304,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4384942,53.3906692,85,Barnwell Woods,Barberstown,,County Dublin,
928,29/01/2019,"86 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,142304,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4385782,53.390655,86,Barnwell Woods,Barberstown,,County Dublin,
929,29/01/2019,"87 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,142304,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4387097,53.3907992,87,Barnwell Woods,,,County Dublin,
930,29/01/2019,"88 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,145347,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4387097,53.3907992,88,Barnwell Woods,,,County Dublin,
931,29/01/2019,"89 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,183533,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4387097,53.3907992,89,Barnwell Woods,,,County Dublin,
932,29/01/2019,"9 ALLENDALE COURT, CLONSILLA, DUBLIN 15",,Dublin,207000,No,No,Second-Hand Dwelling house /Apartment,,-6.4300882,53.3913525,,Allendale Court,Clonsilla,,County Dublin,
933,29/01/2019,"94 THE RISE, MOUNT MERRION, DUBLIN",,Dublin,1165000,No,No,Second-Hand Dwelling house /Apartment,,-6.207074,53.2943327,94,The Rise,Stillorgan,,County Dublin,A94 VX07
934,29/01/2019,"APARTMENT 177, THE WATERSIDE APARTMENTS, CHARLOTTE QUAY",,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,,-6.235492,53.342097,20,Ringsend Road,,,County Dublin,DUBLIN 4
935,29/01/2019,"APT 10, AMBERWOOD, DUBLIN",Dublin 15,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment,,-6.4056781,53.404202,,,,,,
936,29/01/2019,"Apt. 33 Greenbank House, Cualanor, Upper Glenageary Road",,Dublin,290749,No,Yes,New Dwelling house /Apartment,,-6.1403663,53.2823318,,,Honeypark,,County Dublin,
937,30/01/2019,"1 THE RAMPARTS, BRAY RD, CABINTEELY DUBLIN 18",Dublin 18,Dublin,277500,No,No,Second-Hand Dwelling house /Apartment,,-6.1439227,53.2504298,,Bray Road,,,County Dublin,
938,30/01/2019,"1 WOLFE TONE LOFTS, WOLFE TONE ST, DUBLIN 1",Dublin 1,Dublin,22008000,No,No,Second-Hand Dwelling house /Apartment,,-6.2677194,53.3490736,Dec-52,Wolfe Tone Street,North City,Dublin 1,County Dublin,D01 VF67
939,30/01/2019,"10 CLONFERT RD, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment,,-6.2995059,53.319347,10,Clonfert Road,,Dublin 12,County Dublin,D12 Y7K3
940,30/01/2019,"11 SPERRIN RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,316000,No,No,Second-Hand Dwelling house /Apartment,,-6.3170809,53.3343651,11,Sperrin Road,,,County Dublin,D12 H270
941,30/01/2019,"11 Stanford Park, Westminster Road, Foxrock",,Dublin,704845.8,No,Yes,New Dwelling house /Apartment,,-6.1732899,53.271356,,Westminster Road,Deansgrange,Dublin 18,County Dublin,
942,30/01/2019,"12 Longview Square, Millers Glen, Swords",,Dublin,317180,No,Yes,New Dwelling house /Apartment,,-6.2435788,53.4750169,12,Longview Square,Oldtown,,County Dublin,
943,30/01/2019,"13 ELLENSBOROUGH LODGE, KILTIPPER RD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,212000,No,No,Second-Hand Dwelling house /Apartment,,-6.3695352,53.2686635,13,Ellensborough Lodge,Kiltipper,,County Dublin,
944,30/01/2019,"13 GRIFFEEN, GLENWOOD, LUCAN",,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment,,-6.4396245,53.3399021,13,Griffeen Glen Wood,,,County Dublin,K78 TD80
945,30/01/2019,"13 WELLINGTON LODGE, SERPENTINE AVE, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,326000,No,No,Second-Hand Dwelling house /Apartment,,-6.2250196,53.3289453,,Serpentine Avenue,Ballsbridge,Dublin 4,County Dublin,
946,30/01/2019,"149 PEARSE ST, DUBLIN 2",Dublin 2,Dublin,740000,No,No,Second-Hand Dwelling house /Apartment,,-6.2460589,53.3433006,149,Pearse Street,,Dublin 2,County Dublin,D02 DR13
947,30/01/2019,"15 CARLTON COURT, ST LAWRENCE RD, CLONTARF DUBLIN 3",Dublin 3,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment,,-6.2176279,53.3620807,,,,,,
948,30/01/2019,"16 Belltree Green, Clongriffin, Dublin 13",,Dublin,330023.4,No,Yes,New Dwelling house /Apartment,,-6.153798,53.4064202,16,Belltree Green,Donaghmede,Dublin 13,County Dublin,
949,30/01/2019,"16 Dodderbrook Walk, Ballycullen",Dublin 24,Dublin,350220,No,Yes,New Dwelling house /Apartment,,-6.3423528,53.2693334,16,Dodderbrook Avenue,Oldcourt,,County Dublin,D24 E2YT
950,30/01/2019,"16 MOUNT ARGUS COURT, HAROLDS CROSS, DUBLIN 6W",,Dublin,405000,No,No,Second-Hand Dwelling house /Apartment,,-6.2890702,53.3201497,16,Mount Argus Court,,Dublin 6W,County Dublin,D6W VF29
951,30/01/2019,"17 BERESFORD CRESCENT, DONABATE",,Dublin,378854.63,No,Yes,New Dwelling house /Apartment,,-6.1605807,53.4924486,17,Beresford Crescent,Beaverstown,,County Dublin,
952,30/01/2019,"17 MILLPOND APTS, MILL LANE DUBLIN 22, DUBLIN",Dublin 22,Dublin,194000,No,No,Second-Hand Dwelling house /Apartment,,-6.3974994,53.3221425,,Old Nangor Road,Clondalkin,Dublin 22,County Dublin,
953,30/01/2019,"17 WOODFORD RD, MONASTERY RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,293000,No,No,Second-Hand Dwelling house /Apartment,,-6.382826,53.3225076,17,Woodford Road,Knockmitten,Dublin 22,County Dublin,D22 FH79
954,30/01/2019,"19 The Meadows, Robswall, Malahide",,Dublin,722466,No,Yes,New Dwelling house /Apartment,,-6.1369043,53.4428658,19,The Meadow,Robswalls,,County Dublin,
955,30/01/2019,"20 THE EDEN, PROSPECTHILL, FINGLAS",,Dublin,176000,No,No,Second-Hand Dwelling house /Apartment,,-6.2906337,53.3804835,,Finglas Road,Finglas,Dublin 11,County Dublin,
956,30/01/2019,"248 BLOCK 5 PARKLANDS, NORTHWOOD, SANTRY",Dublin 9,Dublin,121500,No,No,Second-Hand Dwelling house /Apartment,,-6.2505226,53.4067866,5,Parklands,Santry,,County Dublin,
957,30/01/2019,"25 DISCOVERY BUILDING, ROYAL CANAL PARK, RATOATH RD DUBLIN 15",Dublin 7,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,,-6.2979702,53.3624074,15,Ratoath Road,Cabra West,Dublin 7,County Dublin,D07 P4A7
958,30/01/2019,"26 HARMAN ST, DUBLIN 8, DUBLIN",Dublin 8,Dublin,295000,No,No,Second-Hand Dwelling house /Apartment,,-6.2835425,53.3355942,26,Harman Street,Saint Catherine's,Dublin 8,County Dublin,D08 EEX8
959,30/01/2019,"27 ashfield ave, ridgewood, SWORDS",,Dublin,328193,No,Yes,New Dwelling house /Apartment,,-6.2518661,53.4492357,27,Ashfield Avenue,Rathingle,,County Dublin,K67 V9Y8
960,30/01/2019,"28, GRIFFITH PARADE, FINGLAS DUBLIN 11",Dublin 11,Dublin,156000,Yes,No,Second-Hand Dwelling house /Apartment,,-6.280444,53.3828174,28,Griffith Parade,,Dublin 11,County Dublin,D11 F2N4
961,30/01/2019,"29 DODDER VIEW COTTAGES, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,590000,No,No,Second-Hand Dwelling house /Apartment,,-6.2302031,53.3299513,29,Dodder View Cottages,Ballsbridge,Dublin 4,County Dublin,D04 E4X2
962,30/01/2019,"42 Ashfield Avenue, Ridgewood, Forrest Road",,Dublin,362995.59,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.2524919,53.4497931,42,Ashfield Avenue,Rathingle,,County Dublin,K67 K3C9
963,30/01/2019,"48 STONEBRIDGE RD, CLONSILLA DUBLIN 15, DUBLIN",Dublin 15,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,,-6.422047,53.3896552,48,Stonebridge Road,Hartstown,,County Dublin,D15 KRR4
964,30/01/2019,"51 Ashfield Avenue, Ridgewood, Swords",,Dublin,371950,No,Yes,New Dwelling house /Apartment,,-6.2523187,53.4504104,51,Ashfield Avenue,Rathingle,,County Dublin,K67 W2X9
965,30/01/2019,"58 BRIDES GLEN PARK, SWORDS, DUBLIN",,Dublin,407500,No,No,Second-Hand Dwelling house /Apartment,,-6.2374558,53.4687244,58,Brides Glen Park,,,County Dublin,K67 H320
966,30/01/2019,"63 KELLYS BAY PIER, SKERRIES, DUBLIN",,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,,-6.1329695,53.5839144,63,Kelly's Bay Pier,Ardla,,County Dublin,K34 NW25
967,30/01/2019,"7 KILAKEE LAWNS, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment,,-6.3461218,53.2775133,7,Killakee Lawns,Tallaght,Dublin 24,County Dublin,D24 F83W
968,30/01/2019,"74 THE CASINO, MALAHIDE, DUBLIN",,Dublin,440000,No,No,Second-Hand Dwelling house /Apartment,,-6.1542549,53.4526778,,An Faiche,Malahide,,County Dublin,
969,30/01/2019,"74 WOODLAWN PARK, DUBLIN 14, DUBLIN",Dublin 14,Dublin,855000,No,No,Second-Hand Dwelling house /Apartment,,-6.2508076,53.2989038,74,Woodlawn Park,Churchtown Lower,Dublin 14,County Dublin,D14 WA00
970,30/01/2019,"75A BELCLARE AVE, POPPINTREE, BALLYMUN DUBLIN 11",Dublin 11,Dublin,217500,No,No,Second-Hand Dwelling house /Apartment,,-6.2801935,53.3992684,11,Belclare Avenue,Ballymun,Dublin 11,County Dublin,D11 XN72
971,30/01/2019,"8 AIRPARK RISE, STOCKING LANE, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,425000,No,No,Second-Hand Dwelling house /Apartment,,-6.3043535,53.274643,8,Airpark Avenue,,Dublin 16,County Dublin,D16 V566
972,30/01/2019,"8 AVONMORE AVE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment,,-6.3412075,53.2863536,8,Avonmore Avenue,Tymon South,Dublin 24,County Dublin,D24 Y6DV
973,30/01/2019,"9 ROCKVILLE RD, NEWTOWNPARK AVE, BLACKROCK",,Dublin,650000,No,No,Second-Hand Dwelling house /Apartment,,-6.1718687,53.29048,9,Rockville Road,Newtown Castlebyrn,,County Dublin,A94 A0D7
974,30/01/2019,"90 CHERRYFIELD RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,440000,No,No,Second-Hand Dwelling house /Apartment,,-6.3272499,53.3143107,90,Cherryfield Road,Walkinstown,Dublin 12,County Dublin,D12 W1X9
975,30/01/2019,"APT 8, ROCKABILL, SOUTH STRAND",,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,,-6.1035444,53.575955,,South Strand,Townparks,,County Dublin,
976,30/01/2019,"FLAT 1 261 HAROLDS CROSS RD, HAROLDS CROSS, DUBLIN 6W",,Dublin,127750,No,No,Second-Hand Dwelling house /Apartment,,-6.2793112,53.3178461,261,Harold's Cross Road,,Dublin 6W,County Dublin,D6W K099
977,30/01/2019,"FLAT 2 261 HAROLDS CROSS ROAD, DUBLIN 6W",,Dublin,127750,No,No,Second-Hand Dwelling house /Apartment,,-6.2793112,53.3178461,261,Harold's Cross Road,,Dublin 6W,County Dublin,D6W K099
978,30/01/2019,"FLAT 3 261 HAROLDS CROSS ROAD, DUBLIN 6W",,Dublin,127750,No,No,Second-Hand Dwelling house /Apartment,,-6.2793112,53.3178461,261,Harold's Cross Road,,Dublin 6W,County Dublin,D6W K099
979,30/01/2019,"FLAT 4 261 HAROLDS CROSS ROAD, DUBLIN 6W",,Dublin,127750,No,No,Second-Hand Dwelling house /Apartment,,-6.2793112,53.3178461,261,Harold's Cross Road,,Dublin 6W,County Dublin,D6W K099
980,30/01/2019,"FLAT 5 261 HAROLDS CROSS ROAD, DUBLIN 6W",,Dublin,127750,No,No,Second-Hand Dwelling house /Apartment,,-6.2793112,53.3178461,261,Harold's Cross Road,,Dublin 6W,County Dublin,D6W K099
981,30/01/2019,"FLAT 6 261 HAROLDS CROSS ROAD, DUBLIN 6W",,Dublin,127750,No,No,Second-Hand Dwelling house /Apartment,,-6.2793112,53.3178461,261,Harold's Cross Road,,Dublin 6W,County Dublin,D6W K099
982,30/01/2019,"FLAT 7 261 HAROLDS CROSS ROAD, DUBLIN 6W",,Dublin,127750,No,No,Second-Hand Dwelling house /Apartment,,-6.2793112,53.3178461,261,Harold's Cross Road,,Dublin 6W,County Dublin,D6W K099
983,30/01/2019,"FLAT 8 261 HAROLDS CROSS ROAD, DUBLIN 6W",,Dublin,127750,No,No,Second-Hand Dwelling house /Apartment,,-6.2793112,53.3178461,261,Harold's Cross Road,,Dublin 6W,County Dublin,D6W K099
984,30/01/2019,"MAFRA, CHURCH RD, BALLYBRACK",,Dublin,775000,No,No,Second-Hand Dwelling house /Apartment,,-6.124357,53.253207,19,Church Road,Killiney,,County Dublin,A96 RH50
985,30/01/2019,"NAVARRE, PAKENHAM RD, MONKSTOWN",,Dublin,960000,No,No,Second-Hand Dwelling house /Apartment,,-6.1495198,53.2927582,,Pakenham Road,Monkstown,,County Dublin,
986,30/01/2019,"SHREWSBURY SQ 50, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,742500,No,No,Second-Hand Dwelling house /Apartment,,-6.2205103,53.3262889,50,Shrewsbury,Ballsbridge,,County Dublin,D04 P7Y8
987,31/01/2019,"1 PROBY PLACE, PROBY SQUARE, CARYSFORT AVENUE",,Dublin,1295154,No,Yes,New Dwelling house /Apartment,,-6.1773296,53.2918419,1,Proby Place,Rockfield,,County Dublin,A94 YN53
988,31/01/2019,"10 BEECHLAWN MEWS, TERENURE, DUBLIN 6",,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment,,-6.2827432,53.3088121,,Beechlawn Way,,Dublin 6W,County Dublin,
989,31/01/2019,"10 CLARINDA COURT, CLARINDA PARK WEST, DUN LAOGHAIRE",,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,,-6.1319639,53.2900539,10,Clarinda Court,Glasthule,,County Dublin,
990,31/01/2019,"10 KELSTON DR, FOXROCK, DUBLIN 18",Dublin 18,Dublin,584000,No,No,Second-Hand Dwelling house /Apartment,,-6.1844564,53.2766242,10,Leopardstown Road,Newpark,Dublin 18,County Dublin,D18 FW72
991,31/01/2019,"10 KNOCKMAREE, ST LAURENCES RD, CHAPELIZOD",Dublin 20,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment,,-6.3383558,53.343135,,Saint Laurence's Road,,Dublin 20,County Dublin,
992,31/01/2019,"10 SYCAMORE GROVE, WESTMINSTER PARK, FOXROCK DUBLIN 18",Dublin 18,Dublin,524000,No,No,Second-Hand Dwelling house /Apartment,,-6.179646,53.2739947,10,Sycamore Grove,,,County Dublin,D18 T2R3
993,31/01/2019,"11 ARDILEA DOWNS, GOATSTOWN, DUBLIN 14",,Dublin,960000,No,No,Second-Hand Dwelling house /Apartment,,-6.2216729,53.2968452,11,Ardilea Downs,Mount Merrion,Dublin 14,County Dublin,D14 H9A2
994,31/01/2019,"11 B METROPOLITAN APTS, INCHICORE RD, DUBLIN 8",Dublin 8,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment,,-6.3146435,53.341694,,Inchicore Road,Kilmainham,Dublin 8,County Dublin,
995,31/01/2019,"11 SOMERTON COPSE, NEWCASTLE ROAD, LUCAN",,Dublin,330000,No,Yes,New Dwelling house /Apartment,,-6.4556686,53.3445315,,Tandys Lane,Finnstown,,County Dublin,
996,31/01/2019,"12 TANEY RD, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,811500,No,No,Second-Hand Dwelling house /Apartment,,-6.2433822,53.292759,3,Taney Road,,Dublin 14,County Dublin,D14 T9N7
997,31/01/2019,"128 BOROIMHE BEECH, SWORDS, DUBLIN",,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment,,-6.2353749,53.4434459,128,Boroimhe Beech,Fosterstown North,,County Dublin,
998,31/01/2019,"134 RAFTERS RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,298000,No,No,Second-Hand Dwelling house /Apartment,,-6.3149933,53.3322319,134,Rafter's Road,,,County Dublin,D12 RC96
999,31/01/2019,"138 BROADMEADOWS, SWORDS, DUBLIN",,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment,,-6.2290225,53.4646047,138,Broadmeadows,Glebe,,County Dublin,K67 F7V7
